WaferID,DMT_X_mm,DMT_Y_mm,DMT_Thickness,TFK_X_mm,TFK_Y_mm,TFK_Thickness,Distance_mm,Thickness_Delta,DMT_File,TFK_File
AANBD103TEH2,18.0,-96.0,8609.308,19.3019,-96.51,8598.349609,1.398228740228152,10.95839100000012,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,18.0,96.0,8617.042,19.3019,96.51,8607.0,1.398228740228152,10.041999999999462,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,96.0,18.0,8608.058,96.51,19.3019,8598.19043,1.398228740228152,9.867570000000342,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,72.0,-69.0,8607.454,71.2039,-69.2075,8600.219727,0.8226976722952309,7.23427300000003,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,-96.0,-57.0,8599.609,-96.51,-57.9062,8588.419922,1.0398550091238692,11.189078000001246,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,-57.0,-96.0,8596.741,-57.9062,-96.51,8585.740234,1.0398550091238692,11.000765999999203,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,-57.0,96.0,8605.381,-57.9062,96.51,8597.599609,1.0398550091238692,7.781390999998621,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,96.0,63.0,8595.866,94.9361,61.8829,8587.269531,1.5426586206935122,8.59646900000007,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,-120.0,-3.0,8592.832,-118.655,-3.6622,8584.320313,1.4991777212859043,8.511687000000165,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
AANBD103TEH2,0.0,126.0,8594.789,0.0067,127.428,8586.129883,1.4280157177006112,8.65911700000106,2026-04-02T17.39.33.0171905-J427T7V0-8374-DMT101-TTG625-DMTDUMMY.xml,2026-04-02T17.20.12.1373151-J427T7V0-8374-TFK658-TTG625-MFG7152C19DTFK.xml
